Facility Name,Latitude,Longitude,Geometry,Sectors_Industry_Type,Total reported direct emissions
COVE POINT LNG FACILITY,38.38457,-76.41225,"{""type"":""Point"",""coordinates"":[-76.41225,38.38457]}",Petroleum and Natural Gas Systems,182647.166
CRITTENDEN COUNTY LANDFILL,35.129843,-90.255351,"{""type"":""Point"",""coordinates"":[-90.255351,35.129843]}",Waste,72453.5
CROCKETT COGENERATION PLANT,38.055905,-122.214441,"{""type"":""Point"",""coordinates"":[-122.214441,38.055905]}",Power Plants,791209.82
CROOK COUNTY LANDFILL,44.298198,-120.915862,"{""type"":""Point"",""coordinates"":[-120.915862,44.298198]}",Waste,31510.75
CROSSROADS LANDFILL,44.712556,-69.847255,"{""type"":""Point"",""coordinates"":[-69.847255,44.712556]}",Waste,44799.718
CROSSTEX LIG LLC - RED RIVER COMPRESSOR,31.849383,-93.076622,"{""type"":""Point"",""coordinates"":[-93.076622,31.849383]}",Petroleum and Natural Gas Systems,0
CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION,30.214123,-91.035113,"{""type"":""Point"",""coordinates"":[-91.035113,30.214123]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",70429.736
CSC DISPOSAL AND LANDFILL,32.223334,-96.787501,"{""type"":""Point"",""coordinates"":[-96.787501,32.223334]}",Waste,113295.5
CSL BEHRING LLC,41.16082,-87.85477,"{""type"":""Point"",""coordinates"":[-87.85477,41.16082]}",Chemicals,43980.484
"CSU, San Jose State University",37.33443,-121.88061,"{""type"":""Point"",""coordinates"":[-121.88061,37.33443]}",Other,30291.684
CUMBERLAND COUNTY ANN STREET LANDFILL,35.061773,-78.872083,"{""type"":""Point"",""coordinates"":[-78.872083,35.061773]}",Waste,48615.1
CUMBERLAND COUNTY IMPROVEMENT AUTHORITY SWC,39.45187,-75.0998,"{""type"":""Point"",""coordinates"":[-75.0998,39.45187]}",Waste,26602.1
"CUTRALE CITRUS JUICES USA, INC.",28.05545,-81.79695,"{""type"":""Point"",""coordinates"":[-81.79695,28.05545]}",Other,82455.44
"CUTRALE CITRUS JUICES USA, INC.",28.812639,-81.865221,"{""type"":""Point"",""coordinates"":[-81.865221,28.812639]}",Other,18581.732
CUYAHOGA REGIONAL SANITARY LANDFILL,41.3748,-81.47587,"{""type"":""Point"",""coordinates"":[-81.47587,41.3748]}",Waste,11832.25
CVB No 1,,,,Other,245546
"CWMI, KHF (MSW LANDFILL B-19)",35.96047,-120.00855,"{""type"":""Point"",""coordinates"":[-120.00855,35.96047]}",Waste,47171.95
CYPRESS SEMICONDUCTOR MINNESOTA INC,44.84786,-93.23745,"{""type"":""Point"",""coordinates"":[-93.23745,44.84786]}",Other,114537.6494208
CYTEC INDUSTRIES INC,39.35933,-81.30965,"{""type"":""Point"",""coordinates"":[-81.30965,39.35933]}",Chemicals,36085.964
Cabin Creek Compressor Station,46.61184,-104.4203,"{""type"":""Point"",""coordinates"":[-104.4203,46.61184]}",Petroleum and Natural Gas Systems,25374.306
Cabrillo Power I Encina Power Station,33.1408,-117.3342,"{""type"":""Point"",""coordinates"":[-117.3342,33.1408]}",Power Plants,466484.368
Cabrillo Power II LLC - Kearny 2 & 3,32.833812,-117.134588,"{""type"":""Point"",""coordinates"":[-117.134588,32.833812]}",Power Plants,9650.812
Caddis CPF-2,35.344146,-92.410284,"{""type"":""Point"",""coordinates"":[-92.410284,35.344146]}",Petroleum and Natural Gas Systems,33411.724
Cadiz Gas Processing Plant,40.265856,-81.020299,"{""type"":""Point"",""coordinates"":[-81.020299,40.265856]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",70720.742
Caelus Natural Resources Alaska - Oooguruk Tie-in Pad,70.4136,-150.0123,"{""type"":""Point"",""coordinates"":[-150.0123,70.4136]}",Petroleum and Natural Gas Systems,37050.66
Caesars Entertainment Consolidated Properties Source ID 257,36.11736,-115.17368,"{""type"":""Point"",""coordinates"":[-115.17368,36.11736]}",Other,58366.48
Caithness Long Island Energy Center,40.8142,-72.9403,"{""type"":""Point"",""coordinates"":[-72.9403,40.8142]}",Power Plants,751624.202
Caja del Rio Landfill,35.677746,-106.087855,"{""type"":""Point"",""coordinates"":[-106.087855,35.677746]}",Waste,22250.05
CalPortland Company Mojave Plant,35.029298,-118.316236,"{""type"":""Point"",""coordinates"":[-118.316236,35.029298]}",Minerals,1034012.328
CalPortland Company Oro Grande Plant,34.6045,-117.3382,"{""type"":""Point"",""coordinates"":[-117.3382,34.6045]}",Minerals,932322.962
CalPortland Company Rillito Plant,32.41056,-111.151632,"{""type"":""Point"",""coordinates"":[-111.151632,32.41056]}",Minerals,769167.128
Calcasieu Plant,30.1603,-93.3458,"{""type"":""Point"",""coordinates"":[-93.3458,30.1603]}",Power Plants,346297.968
Caledonia,33.6464,-88.2717,"{""type"":""Point"",""coordinates"":[-88.2717,33.6464]}",Power Plants,1330538.445
"Calhoun Power Company, LLC",33.5883,-85.9731,"{""type"":""Point"",""coordinates"":[-85.9731,33.5883]}",Power Plants,31316.082
Caliche Canyon Landfill,33.679291,-101.853844,"{""type"":""Point"",""coordinates"":[-101.853844,33.679291]}",Waste,73442
California Institute of Technology,34.13688,-118.12457,"{""type"":""Point"",""coordinates"":[-118.12457,34.13688]}",Other,56409.088
"California Resources Elk Hills, LLC - Gas Processing and Power Generation",35.24084,-119.36056,"{""type"":""Point"",""coordinates"":[-119.36056,35.24084]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",1884048.46
California Resources Production Corporation – Kern Front,35.49574,-119.03438,"{""type"":""Point"",""coordinates"":[-119.03438,35.49574]}",Petroleum and Natural Gas Systems,769310.252
California Resources Production Corporation – Lost Hills,35.686176,-119.801188,"{""type"":""Point"",""coordinates"":[-119.801188,35.686176]}",Petroleum and Natural Gas Systems,410882.904
California Resources Production Corporation – Santa Clara Valley Gas Plant,34.390033,-118.795921,"{""type"":""Point"",""coordinates"":[-118.795921,34.390033]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",15114.152
California Street Landfill,34.08907,-117.21742,"{""type"":""Point"",""coordinates"":[-117.21742,34.08907]}",Waste,40591
Callahan Compressor Station,39.468423,-108.08675,"{""type"":""Point"",""coordinates"":[-108.08675,39.468423]}",Petroleum and Natural Gas Systems,26023.252
Callisto Compressor Station,39.937877,-80.26056,"{""type"":""Point"",""coordinates"":[-80.26056,39.937877]}",Petroleum and Natural Gas Systems,81171.144
"Calpine Gilroy Cogen, LP",37.0001,-121.5367,"{""type"":""Point"",""coordinates"":[-121.5367,37.0001]}",Power Plants,91107.656
Calpine Hidalgo Energy Center,26.3389,-98.1708,"{""type"":""Point"",""coordinates"":[-98.1708,26.3389]}",Power Plants,1083593.184
"Calpine King City Cogen, LLC",36.2257,-121.1279,"{""type"":""Point"",""coordinates"":[-121.1279,36.2257]}",Power Plants,201202.444
Calpine Sutter Energy Center,39.0531,-121.6939,"{""type"":""Point"",""coordinates"":[-121.6939,39.0531]}",Power Plants,472895.42
"Calumet Energy Team, LLC",41.6835,-87.5563,"{""type"":""Point"",""coordinates"":[-87.5563,41.6835]}",Power Plants,39941.848
"Calumet Montana Refining, LLC",47.523611,-111.294167,"{""type"":""Point"",""coordinates"":[-111.294167,47.523611]}","Chemicals,Petroleum Product Suppliers,Refineries",131429.776
"Calumet Specialty Products, LLC",29.3476,-98.4603,"{""type"":""Point"",""coordinates"":[-98.4603,29.3476]}","Petroleum Product Suppliers,Refineries",65119.202
Cambpell County Landfill,37.27965,-79.15261,"{""type"":""Point"",""coordinates"":[-79.15261,37.27965]}",Waste,1334.8
Cambria Cogen,40.4748,-78.7021,"{""type"":""Point"",""coordinates"":[-78.7021,40.4748]}",Power Plants,813843.45
Cambridge Station,45.601,-93.2081,"{""type"":""Point"",""coordinates"":[-93.2081,45.601]}",Power Plants,20014.722
Camden County SR 110 MSW Landfill,30.911762,-81.79263,"{""type"":""Point"",""coordinates"":[-81.79263,30.911762]}",Waste,76918.25
"Camden Plant Holding, LLC",39.9175,-75.1192,"{""type"":""Point"",""coordinates"":[-75.1192,39.9175]}",Power Plants,123752.44
Camp Creek Mine,38.1556,-82.3278,"{""type"":""Point"",""coordinates"":[-82.3278,38.1556]}",Other,4070
Campbell County Landfill No.2,44.39256,-105.490383,"{""type"":""Point"",""coordinates"":[-105.490383,44.39256]}",Waste,27232.85
Campbells Creek No. 10,37.83178,-81.669253,"{""type"":""Point"",""coordinates"":[-81.669253,37.83178]}",Other,26740.75
Cana Gas Plant,35.535,-98.099,"{""type"":""Point"",""coordinates"":[-98.099,35.535]}",Petroleum and Natural Gas Systems,174388.28
Canaday,40.6941,-99.7005,"{""type"":""Point"",""coordinates"":[-99.7005,40.6941]}",Power Plants,3804.936
Canal Station,41.7694,-70.5097,"{""type"":""Point"",""coordinates"":[-70.5097,41.7694]}",Power Plants,240424.156
Cane Hill Compressor Station,32.20023,-92.113087,"{""type"":""Point"",""coordinates"":[-92.113087,32.20023]}",Petroleum and Natural Gas Systems,45519.216
Cane Island,28.2764,-81.533,"{""type"":""Point"",""coordinates"":[-81.533,28.2764]}",Power Plants,1445603.492
Cane Run,38.1828,-85.8894,"{""type"":""Point"",""coordinates"":[-85.8894,38.1828]}",Power Plants,1706879.796
Caney Lake Facility,32.29727,-92.52126,"{""type"":""Point"",""coordinates"":[-92.52126,32.29727]}",Petroleum and Natural Gas Systems,17843.476
Cannon Falls Energy Center,44.5364,-92.9147,"{""type"":""Point"",""coordinates"":[-92.9147,44.5364]}",Power Plants,37545.126
Canoe Run Compressor Station,41.26024,-77.25591,"{""type"":""Point"",""coordinates"":[-77.25591,41.26024]}",Petroleum and Natural Gas Systems,31721.58
Cantaral Compressor Station,39.922436,-80.215973,"{""type"":""Point"",""coordinates"":[-80.215973,39.922436]}",Petroleum and Natural Gas Systems,36695.512
Canton Drop Forge,40.7815,-81.43072,"{""type"":""Point"",""coordinates"":[-81.43072,40.7815]}",Other,36660.212
Canyon Power Plant,33.8581,-117.8616,"{""type"":""Point"",""coordinates"":[-117.8616,33.8581]}",Power Plants,53207.452
Canyon Station MP-261,29.3308,-88.1019,"{""type"":""Point"",""coordinates"":[-88.1019,29.3308]}",Petroleum and Natural Gas Systems,3771.48
Cape Canaveral,28.4694,-80.7642,"{""type"":""Point"",""coordinates"":[-80.7642,28.4694]}",Power Plants,2549467.948
Capitol Disposal Landfill,58.354996,-134.496565,"{""type"":""Point"",""coordinates"":[-134.496565,58.354996]}",Waste,13579.644
Capitol District Energy Center,41.7639,-72.6925,"{""type"":""Point"",""coordinates"":[-72.6925,41.7639]}",Power Plants,49128.192
Caraustar Industries dba Tama Paperboard,41.961006,-92.580083,"{""type"":""Point"",""coordinates"":[-92.580083,41.961006]}",Pulp and Paper,25086.956
Carbide Industries LLC,38.22144,-85.83767,"{""type"":""Point"",""coordinates"":[-85.83767,38.22144]}",Metals,54823.392
Carbide Liquids Facility,,,,Petroleum and Natural Gas Systems,49372.764
Carbon,39.7272,-110.8644,"{""type"":""Point"",""coordinates"":[-110.8644,39.7272]}",Power Plants,412738.376
Cardinal,40.2522,-80.6486,"{""type"":""Point"",""coordinates"":[-80.6486,40.2522]}",Power Plants,8290584.748
Cardinal FG Company,46.544937,-122.926313,"{""type"":""Point"",""coordinates"":[-122.926313,46.544937]}",Minerals,105473.928
Cargill Corn Milling,35.0828,-90.1372,"{""type"":""Point"",""coordinates"":[-90.1372,35.0828]}",Other,48562.554
Cargill Corn Milling North America,41.520412,-96.079271,"{""type"":""Point"",""coordinates"":[-96.079271,41.520412]}","Other,Waste",506338.34
Cargill Inc,35.16942,-80.87617,"{""type"":""Point"",""coordinates"":[-80.87617,35.16942]}",Other,17687.184
Cargill Incorporated,42.50129,-96.39094,"{""type"":""Point"",""coordinates"":[-96.39094,42.50129]}",Other,57499.884
Cargill Incorporated,42.512112,-93.264461,"{""type"":""Point"",""coordinates"":[-93.264461,42.512112]}",Other,55397.092
Cargill Incorporated,41.983851,-91.667123,"{""type"":""Point"",""coordinates"":[-91.667123,41.983851]}",Other,32001.78
Cargill Malt,46.927197,-98.49595,"{""type"":""Point"",""coordinates"":[-98.49595,46.927197]}",Other,0
Cargill Meat Solutions,34.5992,-102.7736,"{""type"":""Point"",""coordinates"":[-102.7736,34.5992]}","Other,Waste",43558.024
Cargill Meat Solutions,41.00331,-92.39382,"{""type"":""Point"",""coordinates"":[-92.39382,41.00331]}","Other,Waste",39118.512
Cargill Meat Solutions Corp,41.683889,-76.240833,"{""type"":""Point"",""coordinates"":[-76.240833,41.683889]}","Other,Waste",25575.718
Cargill Meat Solutions Corporation,41.4514,-97.095,"{""type"":""Point"",""coordinates"":[-97.095,41.4514]}","Other,Waste",39154.356
Cargill Salt,43.8348,-85.3553,"{""type"":""Point"",""coordinates"":[-85.3553,43.8348]}",Other,37776.508
"Cargill, Inc",40.404592,-86.904293,"{""type"":""Point"",""coordinates"":[-86.904293,40.404592]}",Other,30881.284
"Cargill, Inc.",35.08573,-78.84788,"{""type"":""Point"",""coordinates"":[-78.84788,35.08573]}",Other,33367.02
"Cargill, Incorporated",42.50911,-94.31383,"{""type"":""Point"",""coordinates"":[-94.31383,42.50911]}","Other,Waste",190753.624
Carl Bailey,35.2597,-91.3631,"{""type"":""Point"",""coordinates"":[-91.3631,35.2597]}",Power Plants,22758.406
Carleton Farms Landfill,42.093,-83.428,"{""type"":""Point"",""coordinates"":[-83.428,42.093]}",Waste,128145.25
"Carlex Glass America, LLC",36.18364,-86.87813,"{""type"":""Point"",""coordinates"":[-86.87813,36.18364]}",Minerals,98892.708
Carlisle Mine,39.001667,-87.396944,"{""type"":""Point"",""coordinates"":[-87.396944,39.001667]}",Other,515571
Carlls Corner Energy Center,39.4547,-75.2011,"{""type"":""Point"",""coordinates"":[-75.2011,39.4547]}",Power Plants,22827.594
Carmen Gas Processing Plant,36.57609,-98.532847,"{""type"":""Point"",""coordinates"":[-98.532847,36.57609]}",Petroleum and Natural Gas Systems,16832.236
"Carmeuse Lime, Inc. Buffington",41.64083,-87.40821,"{""type"":""Point"",""coordinates"":[-87.40821,41.64083]}",Minerals,1069263.1
Carneys Point,39.6928,-75.4867,"{""type"":""Point"",""coordinates"":[-75.4867,39.6928]}",Power Plants,1129823.231
Carolina Landfill,18.408363,-65.93762,"{""type"":""Point"",""coordinates"":[-65.93762,18.408363]}",Waste,60427.5
Carpenter Compressor Station,40.102807,-80.479673,"{""type"":""Point"",""coordinates"":[-80.479673,40.102807]}",Petroleum and Natural Gas Systems,50064.712
Carpenter Technology - Latrobe Operations,40.302598,-79.372804,"{""type"":""Point"",""coordinates"":[-79.372804,40.302598]}",Metals,78981.18
Carr Street Generating Station,43.0611,-76.0819,"{""type"":""Point"",""coordinates"":[-76.0819,43.0611]}",Power Plants,141464.252
Carrollton Compressor Station,40.543561,-81.012659,"{""type"":""Point"",""coordinates"":[-81.012659,40.543561]}",Petroleum and Natural Gas Systems,46919.224
Carson Cogeneration,38.4461,-121.4614,"{""type"":""Point"",""coordinates"":[-121.4614,38.4461]}",Power Plants,210544.216
Carson Cogeneration Company,33.8759,-118.2491,"{""type"":""Point"",""coordinates"":[-118.2491,33.8759]}",Power Plants,17680.184
Carter Creek,,,,Petroleum and Natural Gas Systems,137539.788
"Carter Roag Coal Company, Inc. - Pleasant Hill Mine",38.843321,-80.165185,"{""type"":""Point"",""coordinates"":[-80.165185,38.843321]}",Other,273750
Carthage,32.167336,-94.424217,"{""type"":""Point"",""coordinates"":[-94.424217,32.167336]}",Petroleum and Natural Gas Systems,93295.882
Carthage East Gas Plant,32.148066,-94.274363,"{""type"":""Point"",""coordinates"":[-94.274363,32.148066]}",Petroleum and Natural Gas Systems,63631.058
Carthage Energy,43.9842,-75.6225,"{""type"":""Point"",""coordinates"":[-75.6225,43.9842]}",Power Plants,5233.478
Carver-Marion-Wareham Landfill,41.812778,-70.719444,"{""type"":""Point"",""coordinates"":[-70.719444,41.812778]}",Waste,42105.6
Carville Energy Center,30.2292,-91.065,"{""type"":""Point"",""coordinates"":[-91.065,30.2292]}",Power Plants,1219294.305
Cascade Creek,44.0322,-92.4908,"{""type"":""Point"",""coordinates"":[-92.4908,44.0322]}",Power Plants,20389.016
Cascades Tissue Group North Carolina,34.954075,-79.809005,"{""type"":""Point"",""coordinates"":[-79.809005,34.954075]}",Pulp and Paper,24994.956
"Cascades Tissue Group-Oregon, a division of Cascades Holding US Inc",45.8476,-122.803,"{""type"":""Point"",""coordinates"":[-122.803,45.8476]}",Pulp and Paper,47429.272
Cashion Gas Plant,35.748403,-97.656211,"{""type"":""Point"",""coordinates"":[-97.656211,35.748403]}",Petroleum and Natural Gas Systems,47891.952
Casper Gas Plant and Compressor Station,42.5131,-106.1403,"{""type"":""Point"",""coordinates"":[-106.1403,42.5131]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",40103.806
Cass County Station,40.9472,-95.9667,"{""type"":""Point"",""coordinates"":[-95.9667,40.9472]}",Power Plants,12517.004
"Castleton Power, LLC",42.5375,-73.7433,"{""type"":""Point"",""coordinates"":[-73.7433,42.5375]}",Power Plants,139952.306
Catalyst Paper Operations Inc. Rumford Division,44.551986,-70.540525,"{""type"":""Point"",""coordinates"":[-70.540525,44.551986]}",Pulp and Paper,497193.13
Catarina Compressor Station,28.35597134,-99.6627212,"{""type"":""Point"",""coordinates"":[-99.6627212,28.35597134]}",Petroleum and Natural Gas Systems,26084.552
Catcher Ranch Gas Plant,34.87402778,-96.05205556,"{""type"":""Point"",""coordinates"":[-96.05205556,34.87402778]}","Petroleum and Natural Gas Systems,Suppliers of CO2",45310.284
Caterpillar Inc,41.713056,-88.364444,"{""type"":""Point"",""coordinates"":[-88.364444,41.713056]}",Other,82068.092
Caterpillar Inc. - East Peoria Plant,40.67649,-89.58879,"{""type"":""Point"",""coordinates"":[-89.58879,40.67649]}",Other,63987.36
Cathcart Landfill,47.870014,-122.118284,"{""type"":""Point"",""coordinates"":[-122.118284,47.870014]}",Waste,7864.05
"Catlettsburg Refining, LLC",38.375,-82.6042,"{""type"":""Point"",""coordinates"":[-82.6042,38.375]}","Petroleum Product Suppliers,Refineries",2236864.06
Cavendish Farms,46.908056,-98.623611,"{""type"":""Point"",""coordinates"":[-98.623611,46.908056]}",Other,58.5
Cayuga,39.9239,-87.4272,"{""type"":""Point"",""coordinates"":[-87.4272,39.9239]}",Power Plants,5086634.306
"Cayuga Operating Company, LLC",42.6028,-76.6336,"{""type"":""Point"",""coordinates"":[-76.6336,42.6028]}",Power Plants,550031.074
Cecil County Central Landfill,39.594758,-75.916937,"{""type"":""Point"",""coordinates"":[-75.916937,39.594758]}",Waste,50667.9
Cedar Bay Generating Co. LP,30.4219,-81.6079,"{""type"":""Point"",""coordinates"":[-81.6079,30.4219]}",Power Plants,657372.504
Cedar Bayou,29.7483,-94.9272,"{""type"":""Point"",""coordinates"":[-94.9272,29.7483]}",Power Plants,1325217.94
Cedar Bayou 4,29.752,-94.923,"{""type"":""Point"",""coordinates"":[-94.923,29.752]}",Power Plants,522690.012
Cedar Grove Landfill,33.08321,-84.20854,"{""type"":""Point"",""coordinates"":[-84.20854,33.08321]}",Waste,46292.75
Cedar Rapids/Linn County Solid Waste Agency Site #1,42.085004,-91.556144,"{""type"":""Point"",""coordinates"":[-91.556144,42.085004]}",Waste,56474
Cedar Rapids/Linn County Solid Waste Agency Site #2,42.089673,-91.555882,"{""type"":""Point"",""coordinates"":[-91.555882,42.089673]}",Waste,47333.486
Cedar Trails Class III,27.89808,-81.884525,"{""type"":""Point"",""coordinates"":[-81.884525,27.89808]}",Waste,195358.8
Cefe Valenzuela Landfill,27.593261,-97.785898,"{""type"":""Point"",""coordinates"":[-97.785898,27.593261]}",Waste,140338.25
Celanese Acetate LLC - Manufacturing Processes,37.3451,-80.764,"{""type"":""Point"",""coordinates"":[-80.764,37.3451]}","Other,Waste",580641.234
Celina Landfill,40.45454,-84.56558,"{""type"":""Point"",""coordinates"":[-84.56558,40.45454]}",Waste,54273.45
"Cellu Tissue CityForest, LLC, dba Clearwater Paper - Ladysmith",45.46357,-91.08877,"{""type"":""Point"",""coordinates"":[-91.08877,45.46357]}",Pulp and Paper,28016.244
"Cellu Tissue Corporation Neenah, dba Clearwater Paper - Neenah",44.19395,-88.47534,"{""type"":""Point"",""coordinates"":[-88.47534,44.19395]}",Pulp and Paper,37892.556
CenterPoint Landfill,35.543891,-96.647746,"{""type"":""Point"",""coordinates"":[-96.647746,35.543891]}",Waste,30947
Central Compressor Station,33.325822,-96.903772,"{""type"":""Point"",""coordinates"":[-96.903772,33.325822]}",Petroleum and Natural Gas Systems,26957.268
Central County Solid Waste Disposal Complex,27.19682,-82.387017,"{""type"":""Point"",""coordinates"":[-82.387017,27.19682]}",Waste,94685.25
Central Kentucky Landfill,38.344444,-84.548611,"{""type"":""Point"",""coordinates"":[-84.548611,38.344444]}",Waste,123287.25
Central Landfill,30.7097,-89.59375,"{""type"":""Point"",""coordinates"":[-89.59375,30.7097]}",Waste,82173.5
